,timestamp,value
0,1283688000,0.028893049709078574
1,1283709600,0.4030400109335138
2,1283731200,-0.3665846621297786
3,1283752800,-0.3697103413119156
4,1283774400,-0.3864548379991166
5,1283796000,0.4030400109335138
6,1283817600,-0.381953177045768
7,1283839200,-0.35263166119222666
8,1283860800,-0.3656054056384419
9,1283882400,-0.3590148904354906
10,1283904000,0.4030400109335138
11,1283925600,-0.3867574783841583
12,1283947200,-0.35489448611127994
13,1283968800,-0.24157384849256924
14,1283990400,-0.35375645705376296
15,1284012000,0.4030400109335138
16,1284033600,-0.35715569826587745
17,1284055200,-0.34674386897082443
18,1284076800,0.4030400109335138
19,1284098400,-0.3557156400591761
20,1284120000,-0.3617260837971099
21,1284141600,-0.39522588772339495
22,1284163200,-0.3625485843240246
23,1284184800,0.9999999999999998
24,1284206400,-0.3683852335466709
25,1284228000,0.9999999999999998
26,1284249600,-0.3604475492385173
27,1284271200,-0.3977396200164478
28,1284292800,0.9999999999999998
29,1284314400,0.4030400109335138
30,1284336000,-0.3921328253370469
31,1284357600,-0.3632591943456105
32,1284379200,-0.3616091525599467
33,1284400800,-0.2903860419294624
34,1284422400,-0.3724816489267271
35,1284444000,-0.3660326110515209
36,1284465600,-0.3657882626950948
37,1284487200,-0.3710538539393504
38,1284508800,-0.3749985943861187
39,1284530400,-0.3738644896567909
40,1284552000,-0.35765921715148274
41,1284573600,-0.3835526796992674
42,1284595200,0.4030400109335138
43,1284616800,-0.3040692331376869
44,1284638400,-0.3569884393985612
45,1284660000,-0.21027002140022447
46,1284681600,-0.3841409375618645
47,1284703200,-0.3220089103194512
48,1284724800,-0.3434436503502436
49,1284746400,-0.36776055359614057
50,1284768000,-0.366461711551848
51,1284789600,-0.3665846621297786
52,1284811200,0.4030400109335138
53,1284832800,-0.39588985500922735
54,1284854400,-0.3694565363669276
55,1284876000,-0.3654836926885505
56,1284897600,-0.3562116993727935
57,1284919200,-0.349901477024394
58,1284940800,0.9999999999999998
59,1284962400,-0.39497807028427134
60,1284984000,-0.35402620445155786
61,1285005600,0.9999999999999998
62,1285027200,-0.3643951132883481
63,1285048800,-0.363735851197579
64,1285070400,-0.3648169952525051
65,1285092000,-0.3818090707186854
66,1285113600,-0.3724162899011567
67,1285135200,-0.3978245465839434
68,1285156800,0.4030400109335138
69,1285178400,-0.3020280078187039
70,1285200000,-0.3197842212489077
71,1285221600,-0.3383730828725473
72,1285243200,-0.3509424486433792
73,1285264800,-0.3903076512992645
74,1285286400,-0.27934468969362314
75,1285308000,-0.35884438859199785
76,1285329600,-0.3836260165899399
77,1285351200,-0.34402651741632617
78,1285372800,0.4030400109335138
79,1285394400,-0.3456973062440174
80,1285416000,-0.25123016469986625
81,1285437600,-0.3657272719275231
82,1285459200,0.4030400109335138
83,1285480800,-0.3672017701504433
84,1285502400,-0.298739197284676
85,1285524000,-0.31694447196419784
86,1285545600,0.9999999999999998
87,1285567200,0.4030400109335138
88,1285588800,0.9999999999999998
89,1285610400,-0.1883775179393153
90,1285632000,-0.3894467678696867
91,1285653600,0.9999999999999998
92,1285675200,-0.3090970881572173
93,1285696800,-0.3462440933606792
94,1285718400,-0.35370259772377266
95,1285740000,-0.2965077641059013
96,1285761600,-0.33782321106974056
97,1285783200,-0.3791110672302659
98,1285804800,-0.3509424486433792
99,1285826400,-0.3620777280044065
100,1285848000,-0.07461988770359053
101,1285869600,-0.3681974056154924
102,1285891200,-0.3844364134820701
103,1285912800,-0.31865328840380197
104,1285934400,-0.3807350624149688
105,1285956000,-0.3618431565547151
106,1285977600,0.4030400109335138
107,1285999200,-0.3989354312349032
108,1286020800,-0.30569446213084706
109,1286042400,-0.3968944302430395
110,1286064000,-0.36776055359614057
111,1286085600,-0.3697103413119156
112,1286107200,-0.39740065741234587
113,1286128800,-0.3481063049326305
114,1286150400,-0.3956403328910807
115,1286172000,0.9999999999999998
116,1286193600,0.4030400109335138
117,1286215200,0.9999999999999998
118,1286236800,-0.35958541025013724
119,1286258400,0.9999999999999998
120,1286280000,-0.3437346448665026
121,1286301600,0.4030400109335138
122,1286323200,-0.3501087770858675
123,1286344800,-0.3492822291106994
124,1286366400,-0.35788384739272194
125,1286388000,0.4030400109335138
126,1286409600,-0.356654786797002
127,1286431200,-0.3968103160167276
128,1286452800,-0.3438804710561765
129,1286474400,-0.35981456369852793
130,1286496000,-0.25303898444842954
131,1286517600,0.4030400109335138
132,1286539200,-0.3384650328359007
133,1286560800,-0.38311382214123135
134,1286582400,-0.3613757132812503
135,1286604000,-0.3739972256696107
136,1286625600,-0.3756719793134069
137,1286647200,0.4030400109335138
138,1286668800,-0.32842527627019336
139,1286690400,-0.3700923017456774
140,1286712000,-0.3660937947057832
141,1286733600,-0.3741301440748104
142,1286755200,-0.3744632413535627
143,1286776800,0.4030400109335138
144,1286798400,-0.37393083489544376
145,1286820000,-0.3935043520842457
146,1286841600,-0.3711827861199368
147,1286863200,-0.37869186243912334
148,1286884800,0.9999999999999998
149,1286906400,-0.3807350624149688
150,1286928000,0.9999999999999998
151,1286949600,-0.3671398818859113
152,1286971200,-0.3563222810986564
153,1286992800,0.9999999999999998
154,1287014400,0.4030400109335138
155,1287036000,-0.3417158302874206
156,1287057600,-0.3521535810386829
157,1287079200,-0.3672636980361461
158,1287100800,-0.39133503645065626
159,1287122400,0.4030400109335138
160,1287144000,-0.34938516219214844
161,1287165600,-0.33476496840224645
162,1287187200,-0.3451535925509861
163,1287208800,-0.3243654544910235
164,1287230400,-0.3565992897477668
165,1287252000,-0.35599091444575626
166,1287273600,-0.3953914527688014
167,1287295200,-0.34719588546700675
168,1287316800,0.4030400109335138
169,1287338400,-0.34436815222106204
170,1287360000,-0.3673256655937833
171,1287381600,-0.3455982216216136
172,1287403200,-0.3408869361480473
173,1287424800,-0.3422883479882781
174,1287446400,0.4030400109335138
175,1287468000,-0.3245246175942531
176,1287489600,-0.3633781385403254
177,1287511200,-0.3319723492560691
178,1287532800,0.9999999999999998
179,1287554400,0.4030400109335138
180,1287576000,-0.3053019095968561
181,1287597600,0.9999999999999998
182,1287619200,-0.375739576349116
183,1287640800,0.4030400109335138
184,1287662400,-0.363676140483236
185,1287684000,-0.31805548747969703
186,1287705600,-0.3929372487186049
187,1287727200,-0.32967720945926393
188,1287748800,-0.34599517054147144
189,1287770400,-0.3642749127706584
190,1287792000,-0.3713118903822299
191,1287813600,-0.3556606790610135
192,1287835200,0.4030400109335138
193,1287856800,-0.3373673603007405
194,1287878400,-0.3565438245202357
195,1287900000,-0.3904650020524061
196,1287921600,-0.3523657694520672
197,1287943200,0.4030400109335138
198,1287964800,-0.30215433020578986
199,1287986400,0.1111780871320086
200,1288008000,-0.3766909285614399
201,1288029600,-0.32069858508748905
202,1288051200,0.4030400109335138
203,1288072800,-0.3438318378956933
204,1288094400,-0.35648839107793706
205,1288116000,-0.35099479245102194
206,1288137600,-0.3800256250277021
207,1288159200,0.9999999999999998
208,1288180800,-0.3661550170838801
209,1288202400,0.9999999999999998
210,1288224000,-0.3707965039926404
211,1288245600,-0.3690770732291225
212,1288267200,-0.35952820660910656
213,1288288800,-0.3531656473904643
214,1288310400,-0.3641548614314341
215,1288332000,-0.3704757763972084
216,1288353600,-0.3970628784426191
217,1288375200,-0.37157061699361504
218,1288396800,0.4030400109335138
219,1288418400,-0.36807238930838015
220,1288440000,-0.3971472126712949
221,1288461600,-0.3721552945207924
222,1288483200,-0.3714411671861877
223,1288504800,-0.3690139738438689
224,1288526400,0.4030400109335138
225,1288548000,-0.39756999024187056
226,1288569600,-0.3729404028212289
227,1288591200,-0.3626666573983903
228,1288612800,-0.3718300374753889
229,1288634400,0.4030400109335138
230,1288656000,-0.3619017461108152
231,1288677600,-0.3844364134820701
232,1288699200,-0.3448091773961084
233,1288720800,-0.363676140483236
234,1288742400,-0.3718300374753889
235,1288764000,-0.3828951377508105
236,1288785600,-0.3749985943861187
237,1288807200,-0.3718300374753889
238,1288828800,-0.3580526630623821
239,1288850400,-0.3922129673086268
240,1288872000,0.9999999999999998
241,1288893600,0.4030400109335138
242,1288915200,0.9999999999999998
243,1288936800,-0.3634376655293817
244,1288958400,-0.3967262748696827
245,1288980000,0.9999999999999998
246,1289001600,-0.3472462401553711
247,1289023200,0.4030400109335138
248,1289044800,-0.3700285368427989
249,1289066400,-0.3984211295138544
250,1289088000,-0.3667077691831926
251,1289109600,-0.37254705214366335
252,1289131200,0.4030400109335138
253,1289152800,-0.37869186243912334
254,1289174400,-0.3645154633557095
255,1289196000,-0.336462053232649
256,1289217600,-0.34544978473187626
257,1289239200,-0.3951432113472817
258,1289260800,-0.3547310885147179
259,1289282400,-0.31283529437981605
260,1289304000,-0.3507333561995465
261,1289325600,-0.3920527497081661
262,1289347200,0.4030400109335138
263,1289368800,-0.3386491953935058
264,1289390400,-0.3661550170838801
265,1289412000,-0.371895001449734
266,1289433600,-0.3766909285614399
267,1289455200,-0.3753347008888448
268,1289476800,-0.3753347008888448
269,1289498400,-0.3735995628108373
270,1289520000,0.9999999999999998
271,1289541600,0.4030400109335138
272,1289563200,0.9999999999999998
273,1289584800,-0.3932609005610328
274,1289606400,-0.07399643110601295
275,1289628000,0.9999999999999998
276,1289649600,0.4030400109335138
277,1289671200,-0.040426652261312916
278,1289692800,-0.3436375493962034
279,1289714400,-0.3343232719536744
280,1289736000,-0.3946486315523465
281,1289757600,0.4030400109335138
282,1289779200,-0.3617846024644502
283,1289800800,-0.3642148684768842
284,1289822400,-0.3941565676468564
